id,User1,User2,User3,User4,User5
1035,1495,188,1773,1334,1013
1036,1280,940,1407,1711,369
1037,1732,188,1773,1334,1013
1038,683,66,480,73,224
1039,700,1897,816,13,188
1040,849,127,109,308,1733
1041,124,1773,188,1334,1013
1042,1762,451,385,1283,1053
1044,471,846,1404,1016,91
1046,75,1388,701,13,816
1047,1276,1701,78,935,506
1049,188,1773,1334,1013,1014
1050,784,848,1289,567,1008
1051,830,1088,1160,1712,478
1052,612,1354,346,933,821
1053,700,667,136,815,632
1054,919,1806,1784,1995,1182
1055,1607,1151,1177,1823,633
1056,45,589,830,1304,399
1057,1131,72,816,13,1773
1058,1829,456,150,151,1773
1060,1182,1228,848,842,382
1061,563,642,1224,1792,1223
1062,977,188,1773,1334,1013
1063,864,1544,1733,1537,639
1064,586,188,1773,1334,1013
1065,188,1773,1334,1013,1014
1067,478,254,760,800,1088
1068,1809,737,402,1749,1929
1069,593,668,1948,1555,1423
1070,1303,1011,503,1920,1690
1071,1808,470,286,339,1666
1072,1572,965,1828,1606,1811
1073,1700,1792,177,563,1330
1074,1973,420,2087,1069,155
1075,1832,1188,1910,543,1425
1076,996,1874,2099,1005,1773
1078,268,695,865,1174,459
1079,823,1796,939,147,722
1080,1776,45,1056,1304,1564
1081,188,1773,1334,1013,1014
1082,807,1092,1902,2057,1485
1083,1145,314,2069,289,236
1084,1741,1441,1366,140,990
1085,426,1019,989,440,97
1086,562,1846,662,1979,163
1087,1705,1404,2092,619,596
1088,830,1160,1051,930,362
1089,73,201,1215,325,1551
1090,1116,1262,1819,188,1334
1091,545,1156,861,1909,839
1092,1300,1902,1027,1082,807
1093,1358,1225,71,85,969
1094,1826,1198,1407,1686,1785
1097,1973,231,243,1910,1646
1098,1258,1514,1982,813,188
1099,1514,1274,2093,1760,560
1100,622,119,1228,37,1926
1101,1284,718,1557,936,426
1102,1691,2033,2029,675,1188
1103,188,1773,1334,1013,1014
1104,1466,898,64,596,1006
1106,2094,175,1829,1001,1533
1107,614,986,746,525,1176
1108,1755,297,1617,188,1773
1109,1071,965,470,1808,1466
1110,377,746,519,308,999
1111,1743,101,716,949,525
1112,189,1422,97,1845,979
1113,924,1578,1593,1472,617
1114,315,511,1071,1797,1566
1115,188,1773,1334,1013,1014
1116,924,771,1113,1262,188
1118,657,205,277,170,106
1119,2095,1354,188,1773,1334
1120,72,1773,188,1334,1013
1121,1854,188,1334,1013,1773
1122,1980,188,1773,1334,1013
1123,97,1787,602,1289,848
1124,129,130,350,1821,1457
1125,105,257,454,188,1773
1126,188,1773,1334,1013,1014
1128,330,514,1682,149,38
1130,188,1773,1334,1013,1014
1131,1057,878,1369,593,72
1132,966,1808,815,339,1071
1133,237,1566,1964,1441,1831
1134,188,1773,1334,1013,1014
1135,1307,13,701,339,1132
1136,862,1541,632,2033,527
1137,2071,87,816,188,1773
1138,678,728,1790,44,1653
1139,1445,1002,906,1001,1659
1140,612,1313,676,1378,462
1143,1863,966,162,1741,701
1144,1364,1224,1274,1061,1032
1145,781,531,1780,1476,399
1146,326,1652,25,162,1684
1147,830,1664,188,1773,1334
1148,721,1287,1841,1010,188
1149,188,1773,1334,1013,1014
1150,175,163,2094,1588,1957
1151,1177,1055,2019,65,1091
1152,274,432,1280,1265,2081
1153,1746,754,1518,1223,852
1154,697,1235,1514,426,1534
1155,168,10,1718,1329,1182
1156,927,1091,1455,336,363
1157,1107,812,1890,139,839
1158,1442,202,649,927,915
1159,71,264,1333,2030,525
1160,1088,1444,830,1051,362
1161,844,76,1930,1519,882
1163,188,1773,1334,1013,1014
1164,31,2029,632,137,761
1165,1200,458,605,1185,686
1166,552,1972,1862,78,255
1167,697,576,1154,426,447
1170,1941,2033,1566,1832,1661
1171,1607,2071,1489,1435,1423
1172,2053,469,715,466,1353
1173,1514,1202,1746,1454,137
1174,268,459,109,865,2077
1176,939,1107,986,1353,47
1177,1151,1373,1055,633,2019
1178,797,1950,385,1434,1056
1179,667,1461,1423,538,858
1180,573,1662,905,816,1773
1181,1900,1987,1844,1459,1325
1182,1228,1060,656,1238,366
1183,1160,1088,319,254,792
1184,125,299,1307,1283,13
1185,458,1646,1910,243,1425
1186,2021,145,1425,1666,778
1187,754,1914,961,799,784
1188,243,1910,1690,1102,1566
1189,30,531,781,132,1145
1190,863,1491,1255,718,1741
1191,943,1958,188,1773,1334
1192,1712,753,788,1396,1196
1193,1676,773,585,70,1574
1194,1534,1765,705,621,1963
1195,1470,815,439,1005,1289
1196,431,649,38,1192,1772
1197,147,2061,494,207,2068
1198,1795,1765,1478,1821,1600
1199,102,1707,754,1316,427
1200,1165,1639,18,1237,1839
1202,1173,73,428,1210,329
1204,1557,1617,936,1382,1697
1205,1004,188,1773,1334,1013
1206,1025,324,719,1889,1792
1207,999,1974,1707,1110,177
1209,423,1010,188,1773,1334
1210,428,1454,683,1585,540
1211,714,1232,666,1618,1811
1212,1016,567,889,366,92
1213,1777,1624,188,1773,1334
1214,1483,649,308,967,2001
1215,1646,236,1186,1089,145
1216,427,1245,1998,1377,1011
1217,1420,1036,961,61,1705
1219,741,535,976,1277,1220
1220,741,1566,315,1546,670
1221,1822,752,1323,204,602
1222,2018,502,25,1856,1003
1223,1404,563,1153,1792,1914
1224,1061,1144,642,1364,1864
1225,1093,188,1773,1334,1013
1226,690,1006,1564,965,638
1228,860,111,426,1182,871
1229,770,809,1401,553,1833
1230,1032,188,1773,1334,1013
1231,543,739,1133,557,1514
1232,714,1211,1672,683,262
1233,1821,21,43,1120,675
1234,732,240,149,53,1332
1235,1154,1545,359,1194,1621
1236,1712,903,1727,512,377
1237,50,1474,1712,236,149
1238,1656,1182,1977,1914,642
1239,1546,1926,1830,1295,1615
1240,485,1952,1650,1804,940
1242,986,1619,2090,1551,1439
1243,710,1824,635,188,1773
1244,1708,596,100,625,436
1245,1957,1216,1802,1430,1546
1246,1104,1456,210,252,143
1247,413,339,470,965,1071
1248,617,1877,2037,1533,2036
1249,694,1029,622,1313,1427
1253,414,1811,339,1564,1511
1254,2030,496,856,1976,1556
1255,315,1337,1566,1190,289
1256,1815,758,1637,1701,1153
1258,710,1900,208,1098,1520
1259,545,1011,367,614,378
1261,369,1006,1910,1279,1438
1262,188,1773,1334,1013,1014
1263,361,1253,569,1592,1567
1264,760,402,640,1401,1592
1265,485,647,97,1383,1152
1266,188,1773,1334,1013,1014
1267,254,1809,800,1295,856
1270,1450,1980,1318,1819,2070
1271,907,18,1449,1997,513
1272,47,451,1966,318,641
1273,794,779,2041,490,969
1274,1099,2093,1466,117,1144
1275,346,852,1554,1220,315
1276,1047,1861,843,1019,602
1277,431,1832,1686,1830,567
1278,75,248,1388,1921,327
1279,1261,1669,1646,236,609
1280,1036,940,32,1711,622
1281,188,1773,1334,1013,1014
1282,1926,966,1793,2096,874
1283,385,741,494,1666,451
1284,936,1557,1101,105,2006
1286,933,1050,2047,1313,799
1287,1148,2100,1358,721,548
1288,1012,1332,1618,174,1005
1289,440,1050,1546,1470,366
1290,188,1773,1334,1013,1014
1291,1006,1790,301,1261,1104
1292,1369,1525,188,1773,1334
1293,1773,188,1334,1013,1014
1294,242,79,1988,188,1773
1295,967,2034,1303,1831,1267
1296,1018,86,235,433,737
1298,393,667,1106,885,1850
1299,620,2053,1821,1120,1429
1300,1908,502,1301,965,1092
1301,1300,1033,1308,965,413
1302,1424,1952,1936,2034,398
1303,1070,1295,10,351,2034
1304,47,399,1056,45,1429
1305,305,1726,684,1564,46
1307,1135,13,701,816,1773
1308,413,985,965,1908,1301
1309,1594,1325,489,334,728
1310,188,1773,1334,1013,1014
1311,1791,1965,1895,617,910
1312,1483,186,986,841,1619
1313,933,235,1140,1404,1405
1315,188,1773,1334,1013,1014
1316,2021,145,1666,1707,188
1318,383,1011,1337,315,679
1319,547,792,1068,1530,685
1321,1814,1539,2008,631,1128
1322,406,627,606,170,546
1323,367,1422,289,521,779
1324,108,1287,1923,2100,1029
1325,1309,23,475,1240,1712
1327,1010,188,1773,1334,1013
1329,1333,10,1718,102,1923
1330,177,1641,1073,1869,469
1331,1006,450,623,1623,541
1332,1820,1423,46,271,126
1333,1416,1277,2092,2009,1329
1334,1773,188,1013,1014,72
1335,1008,1557,1723,1700,1329
1336,188,1773,1334,1013,1014
1337,1566,383,1255,1797,414
1339,196,38,1832,1277,1947
1340,856,1650,1950,204,319
1342,1976,1754,601,764,292
1343,1644,710,188,1773,1334
1345,1761,1928,1410,1271,200
1346,792,17,207,36,2041
1347,188,1773,1334,1013,1014
1348,1017,1866,2094,72,673
1349,635,817,511,1414,1773
1350,450,402,2052,71,1904
1351,667,858,518,1388,538
1352,681,2090,250,188,1773
1353,1176,575,265,839,113
1354,1566,1765,2081,188,1773
1355,688,1451,176,784,1470
1356,987,1489,339,1222,781
1357,393,2057,1029,37,1426
1358,1093,51,241,208,978
1360,981,567,1896,1016,440
1362,1809,1340,1720,1760,1068
1363,1107,946,1946,1216,1450
1364,1144,1224,1630,1914,259
1365,1742,1780,415,310,252
1366,1661,1741,1084,1425,11
1367,1897,1286,848,1050,1039
1368,2069,1259,13,701,1773
1369,1525,1292,1519,787,1605
1371,273,1710,1677,432,614
1372,259,1566,1198,315,932
1373,1177,633,952,1015,26
1374,1703,2070,1216,402,189
1375,488,920,157,720,293
1376,1773,188,1334,1013,1014
1377,427,1216,1896,1016,2043
1378,1140,848,1050,1718,10
1379,1828,1572,252,2033,1606
1380,669,1784,2042,38,535
1381,1019,728,2020,1387,426
1382,1005,842,1969,69,997
1383,2032,315,1910,1387,1570
1384,722,38,614,792,1686
1385,882,1895,1034,781,9
1386,829,1459,661,1688,1680
1387,2040,410,1186,612,1383
1388,75,188,1773,1334,1013
1389,1416,1832,1566,739,1188
1390,10,1566,1831,1527,2034
1393,1427,914,257,1827,954
1394,286,1071,632,8,1808
1395,69,168,746,1050,1382
1396,491,51,737,1192,295
1397,188,1773,1334,1013,1014
1398,312,1692,2057,230,9
1399,13,1773,188,1334,1013
1401,1264,1229,1833,668,2042
1402,188,1773,1334,1013,1014
1403,1519,1605,1778,543,1535
1404,1405,10,1637,784,829
1405,784,465,1404,829,567
1406,1848,619,1422,1377,168
1407,408,2013,1981,1746,38
1408,188,1773,1334,1013,1014
1410,1588,1145,797,781,1189
1411,1653,1579,317,141,577
1413,905,1564,479,965,667
1414,464,1524,913,817,1796
1416,2034,1333,1831,10,1438
1418,1743,1307,1135,1111,349
1419,966,1132,2042,662,614
1420,1994,1217,1831,482,785
1421,943,1981,728,805,1964
1422,1845,1995,1112,367,1481
1423,1820,646,415,1559,305
1424,1302,1936,398,881,38
1425,1186,2020,1910,1198,862
1426,516,1357,841,467,584
1427,1393,1027,183,1508,257
1428,402,678,985,173,521
1429,399,417,47,781,1808
1430,733,145,1957,976,1245
1431,690,1580,1616,1428,898
1432,188,1773,1334,1013,1014
1433,370,329,795,754,1003
1434,1423,361,1178,1033,809
1435,242,498,1555,227,1171
1437,188,1773,1334,1013,1014
1438,1416,1006,173,1261,10
1439,1963,986,1830,1535,512
1440,830,151,1515,1674,149
1441,511,315,398,1838,1795
1442,1158,198,22,614,213
1443,1264,188,1773,1334,1013
1444,1160,971,432,946,899
1445,312,110,227,2065,1856
1446,905,1873,209,1413,570
1447,75,1388,425,1046,2038
1449,1997,102,1846,143,1889
1450,1682,946,1160,1245,1088
1451,1998,688,1791,1833,1355
1452,814,2076,351,145,188
1453,248,636,339,46,684
1454,1210,2,683,1585,2080
1455,425,1332,1476,685,1017
1456,1246,24,442,1956,477
1457,7,1666,414,47,145
1458,590,188,1773,1334,1013
1459,1386,1976,661,1181,1303
1461,1179,72,188,1773,1334
1462,301,409,2020,2038,917
1463,1441,1838,612,398,1853
1464,1737,913,73,837,62
1465,136,1517,778,126,815
1466,965,1808,470,72,816
1467,1024,362,1146,519,1157
1469,47,1272,1773,188,1334
1470,567,511,919,1992,829
1471,542,146,2031,1564,1034
1472,1113,4,557,623,1500
1473,2059,670,1593,305,1910
1474,936,1237,1438,1557,1740
1475,816,2099,188,1773,1334
1476,1145,2033,531,545,409
1477,1642,1395,2091,188,1773
1478,1821,1198,2038,1606,415
1479,261,86,786,1536,279
1480,667,465,759,858,989
1481,741,913,818,1422,334
1483,186,1214,1312,372,1014
1484,1809,1506,1030,316,741
1485,2032,315,1974,647,1383
1486,188,1773,1334,1013,1014
1488,188,1773,1334,1013,1014
1489,1356,405,1591,1171,1833
1490,746,1176,903,22,512
1491,1190,70,1255,968,362
1492,789,650,472,188,1773
1493,295,1018,327,677,1589
1494,1563,188,1773,1334,1013
1495,1638,1035,922,188,1773
1496,1669,398,1506,476,1797
1497,1653,529,577,623,1411
1498,1029,446,540,666,1246
1499,1914,1007,296,1499,1893
1500,2003,1840,557,1904,1997
1501,261,1906,2067,582,86
1502,2016,1190,1491,628,188
1503,45,821,1954,188,1773
1504,43,1706,1255,1337,289
1505,1454,831,1202,73,1210
1506,94,1518,1785,32,476
1507,1435,188,1773,1334,1013
1508,1012,431,864,128,1708
1509,1537,668,1568,314,456
1511,1528,781,713,339,1305
1513,1190,32,913,919,2013
1514,1099,1173,1760,560,1982
1515,1788,1471,1440,1304,1178
1516,421,1160,362,971,188
1517,778,1808,1533,571,1071
1518,1506,623,32,1153,1883
1519,188,1773,1334,1013,1014
1520,398,32,1258,2013,47
1521,302,882,2087,504,2038
1522,1729,47,1272,1966,1809
1524,1992,1414,1951,1857,567
1525,1369,1292,654,188,1773
1527,609,1566,1198,1354,1390
1528,1511,781,339,1628,1564
1530,1562,334,1749,109,979
1531,877,677,208,979,178
1532,417,1895,68,965,2037
1533,2037,498,1517,700,815
1534,458,1194,1011,1154,823
1535,1403,1283,1963,1272,494
1536,869,1858,491,715,51
1537,1509,1568,830,1051,314
1538,188,1773,1334,1013,1014
1539,188,1773,1334,1013,1014
1540,1615,1821,286,21,502
1541,1136,954,1393,611,1164
1542,117,699,66,898,764
1543,188,1773,1334,1013,1014
1544,433,1063,1773,188,1334
1545,2062,1974,1936,2024,1485
1546,741,440,1220,1566,1814
1547,871,89,888,1219,2034
1549,70,1864,188,1773,1334
1551,566,257,1012,557,874
1552,188,1773,1334,1013,1014
1553,280,1798,403,275,1683
1554,109,756,1275,907,481
1555,1717,498,227,1222,1017
1556,1623,1887,450,978,1358
1557,936,1284,105,928,2028
1558,233,516,1014,188,1773
1559,1423,451,1820,646,1339
1560,700,1961,1039,1784,1423
1562,1615,1530,979,109,581
1563,1494,188,1773,1334,1013
1564,542,701,965,1014,72
1565,1727,1354,1574,612,948
1566,1964,315,863,237,1337
1567,1577,2022,1521,1808,1263
1568,1509,29,911,2070,1537
1570,2032,1383,1910,315,885
1572,1828,965,1606,1780,1647
1573,482,56,1690,149,1485
1574,70,789,895,1565,1676
1575,761,780,1889,1702,1617
1576,1532,1466,696,418,117
1577,667,911,858,1567,538
1578,538,417,310,375,1365
1579,2032,1530,829,1485,1826
1580,1616,1780,1431,1963,136
1581,1337,1682,521,829,1950
1582,1950,383,1857,1340,432
1583,585,1797,1778,164,1094
1584,188,1773,1334,1013,1014
1585,1210,1454,2,128,132
1586,491,869,1010,188,1773
1587,2013,383,1995,4,1219
1588,90,175,562,1410,1150
1589,1493,261,188,1773,1334
1590,477,1615,1198,470,1188
1591,479,405,286,667,781
1592,1595,1264,631,1192,402
1593,1027,1113,405,1961,617
1594,196,1846,1997,125,1707
1595,1592,683,715,1336,1038
1596,402,2070,109,613,1889
1597,1920,654,38,1830,1407
1599,279,367,1977,404,716
1600,1198,1795,1821,1590,1186
1601,155,2055,681,596,737
1603,188,1773,1334,1013,1014
1604,154,241,2046,1358,874
1605,1519,527,1403,267,787
1606,1572,965,1828,1564,1023
1607,1171,1055,965,72,1773
1608,1773,188,1334,1013,1014
1611,188,1773,1334,1013,1014
1613,545,1107,347,219,65
1614,340,289,1255,1566,917
1615,188,1773,1334,1013,1014
1616,1580,1431,243,1908,853
1617,1204,590,828,784,393
1618,714,1211,1288,694,23
1619,986,241,823,512,377
1620,293,848,468,1605,1817
1621,39,1235,1101,838,307
1622,799,754,66,1087,1914
1623,177,649,1556,1438,1196
1624,94,968,368,765,1211
1625,2056,188,1773,1334,1013
1626,176,43,37,1802,806
1627,1889,2077,489,2093,402
1628,875,2021,2018,145,1186
1629,378,1944,214,264,735
1630,1364,461,1977,1840,140
1632,1423,700,646,1559,1820
1633,132,770,985,1033,785
1634,188,1773,1334,1013,1014
1635,1012,837,1508,1708,991
1636,532,1773,188,1334,1013
1637,2034,1404,1441,829,1789
1638,485,1495,805,695,60
1639,699,1839,719,18,1353
1640,402,869,979,534,616
1641,64,1790,1330,1138,900
1642,1395,1474,446,1498,1924
1643,1003,1210,428,471,1222
1644,1343,608,1596,188,1773
1646,236,1215,129,852,1899
1647,1572,1828,42,1606,965
1648,534,102,248,1259,1014
1649,36,2041,1020,662,1703
1650,917,1340,1240,1720,2045
1652,326,25,11,1146,162
1653,1741,577,1411,761,1497
1654,625,1244,1622,1787,1485
1655,753,1737,711,832,71
1656,184,2038,1973,632,1977
1657,718,1805,1015,293,517
1658,1948,975,896,286,632
1659,21,1988,2071,571,45
1660,1861,91,188,1773,1334
1661,1855,1366,959,482,49
1662,617,1180,1869,573,1434
1663,1908,350,1300,502,1572
1664,668,1444,830,56,1020
1665,188,1773,1334,1013,1014
1666,7,1071,1808,470,1457
1667,188,1773,1334,1013,72
1669,1279,1496,103,2060,188
1670,1745,372,958,2042,587
1671,295,529,1792,1702,491
1672,1964,1764,1844,1232,1832
1674,1773,188,1334,1013,72
1675,188,1773,1334,1013,1014
1676,1879,585,70,1574,1193
1677,1682,1353,265,1192,1974
1678,1773,188,1334,1013,1014
1679,1551,557,1925,2055,1841
1680,443,83,1608,895,758
1682,946,1128,1450,521,36
1683,1686,1784,1428,569,1088
1684,1146,326,25,1652,162
1685,1615,188,1773,1334,1013
1686,38,300,1272,688,1797
1687,226,815,1810,46,7
1688,829,481,1899,1910,527
1689,15,94,168,82,968
1690,1188,1102,243,632,1023
1691,1102,358,2029,465,474
1692,11,817,788,1398,1904
1693,942,188,1773,1334,1013
1694,1969,439,822,1961,700
1695,1416,1133,1277,1566,431
1696,188,1773,1334,1013,1014
1697,340,131,1991,1204,727
1699,713,1511,209,570,1193
1700,1073,972,1914,61,1335
1701,2057,1802,1997,1256,1047
1702,1889,2093,1627,696,1671
1703,2022,614,1293,545,1797
1704,188,1773,1334,1013,1014
1705,2092,2010,1087,619,1019
1706,1504,110,1752,398,888
1707,188,1773,1334,1013,1014
1708,1012,476,1508,1635,2032
1709,871,288,292,15,250
1710,1450,259,444,1888,1371
1711,1708,1280,1036,784,2009
1712,1192,1051,1236,1396,840
1715,1899,414,1844,1910,1188
1717,136,1555,632,700,815
1718,1646,1185,10,562,171
1719,1752,1084,2055,1540,750
1720,1030,1362,1650,921,1971
1721,467,1426,1357,608,297
1722,794,352,1014,72,1773
1723,1335,1972,1271,283,1345
1724,70,1554,188,1773,1334
1725,473,188,1773,1334,1013
1726,1564,305,231,701,1014
1727,369,1565,2092,1354,913
1728,62,837,1635,991,549
1729,1522,1354,188,1773,1334
1730,844,101,76,432,1613
1731,188,1773,1334,1013,1014
1732,1037,1004,1801,188,1773
1733,579,1040,668,1063,73
1734,479,1961,1666,757,1593
1736,667,858,1815,538,1351
1737,1464,1947,273,1655,1157
1740,632,286,691,137,1005
1741,1366,1084,1653,1897,1566
1742,1365,351,632,415,2033
1743,1111,356,36,525,949
1744,188,1773,1334,1013,1014
1745,1670,716,261,198,752
1746,1153,1407,728,940,1012
1747,1514,188,1773,1334,1013
1748,2053,2068,1214,466,1172
1749,196,1947,402,1530,1068
1751,993,1807,1861,1638,341
1752,126,862,2020,1075,1092
1753,1820,667,1795,339,1564
1754,601,1342,1976,1236,869
1755,1395,1108,1463,1622,20
1757,231,117,1097,667,1136
1758,188,1773,1334,1013,1014
1759,12,234,587,213,859
1760,1514,1099,189,718,1530
1761,617,1248,64,1345,1662
1762,966,1042,701,781,1559
1764,1672,1964,220,1155,1997
1765,188,1773,1334,1013,1014
1766,1120,417,46,781,24
1768,906,809,1189,781,1307
1769,737,1068,453,1272,1929
1770,1765,911,322,859,700
1771,641,1802,1014,1010,1773
1772,431,1615,1196,1846,1508
1773,188,1334,1013,1014,72
1774,1822,720,843,188,1773
1775,185,85,371,1022,1093
1776,1080,132,1056,1988,179
1777,1213,1604,1087,306,1281
1778,543,913,1403,1949,1407
1779,1845,972,1853,887,2100
1780,1365,1572,46,2021,781
1781,1816,535,458,1815,183
1782,5,180,188,1773,1334
1783,1466,38,2010,10,2034
1784,1380,1683,1802,1957,804
1785,1797,1566,1508,315,1012
1786,814,1452,1003,938,1799
1787,23,1325,1123,856,38
1788,1572,331,1606,1515,256
1789,1637,647,1424,1407,1277
1790,1291,1006,1641,1138,460
1791,924,1311,1451,1833,1002
1792,623,1889,640,1671,541
1793,398,570,1897,1282,1759
1794,787,432,896,1216,614
1795,511,72,1014,188,1773
1796,532,29,863,1318,578
1797,38,315,475,749,1785
1798,398,188,1773,1334,1013
1799,1786,72,816,1014,1773
1800,188,1773,1334,1013,1014
1801,1732,105,1891,936,2028
1802,1957,1784,427,1245,1701
1803,1431,898,1471,1973,1515
1804,1952,1240,362,1019,521
1805,140,829,366,1280,1657
1806,2092,1765,1875,1050,734
1807,1751,993,603,188,1773
1808,1071,1132,339,1828,470
1809,47,1272,1921,1966,26
1810,46,7,701,1687,815
1811,1253,1895,350,2087,339
1813,1365,415,1821,1564,305
1814,741,1321,1546,1797,1220
1815,1838,44,1256,61,1736
1816,1897,535,933,1438,1015
1817,1354,1566,477,137,913
1818,556,188,1773,1334,1013
1819,479,1726,188,1773,1334
1820,1564,1423,1753,415,1726
1821,1120,415,21,690,2038
1822,1221,1774,404,843,188
1823,633,1177,2059,1055,839
1824,1892,710,1674,1243,976
1825,188,1773,1334,1013,1014
1826,1337,804,1094,1741,1590
1827,914,1393,454,1027,490
1828,1572,965,1808,1071,1606
1829,1910,415,1058,243,1188
1830,1277,1465,1832,289,2001
1831,482,2084,1416,2034,1566
1832,1566,829,196,297,1277
1833,538,756,1791,847,1451
1834,1948,494,1851,1283,188
1835,398,266,838,1982,484
1836,410,188,1773,1334,1013
1838,243,1441,1815,398,1646
1839,1968,891,1639,699,719
1840,696,329,1500,562,470
1841,496,2046,257,1148,908
1842,1403,1011,188,1773,1334
1844,1899,1715,1832,852,1646
1845,1422,1778,696,1112,1264
1846,1594,1572,1025,496,1449
1847,1179,188,1334,1773,1013
1848,1406,911,1815,619,1303
1850,885,675,54,243,1188
1851,470,47,1132,1466,1056
1852,975,383,242,223,1587
1853,418,1212,968,784,20
1854,1121,1882,661,725,508
1855,1661,976,1416,1430,358
1856,502,1222,350,2065,390
1857,204,1524,1947,2057,2043
1858,865,295,324,1536,738
1859,188,1773,1334,1013,1014
1860,51,295,738,595,402
1861,860,1276,1660,993,1751
1862,1293,786,618,651,1233
1863,1143,966,781,1189,1145
1864,1224,1549,423,696,707
1865,403,265,685,914,979
1866,1017,1838,2052,1157,1465
1867,1362,1809,1079,1733,269
1868,313,595,719,188,1773
1869,64,898,955,260,1662
1871,1894,72,1773,188,1334
1872,362,1272,1380,1784,669
1873,136,905,1808,815,632
1874,2099,842,517,1991,1005
1875,477,1806,567,1824,1381
1877,1248,188,1773,1334,1013
1879,1676,650,1635,1005,789
1880,1686,531,1829,1425,2021
1881,263,1466,1222,1973,117
1882,2036,294,1854,118,929
1883,647,1926,1518,968,540
1885,972,1638,647,982,426
1887,964,1556,1172,1655,1623
1888,366,1212,426,1677,1228
1889,1702,2093,1627,541,1792
1890,751,1157,11,1759,618
1891,1747,1372,1801,20,618
1892,1824,744,583,188,1773
1893,188,1773,1334,1013,1014
1894,1871,853,861,305,1091
1895,1532,417,339,1071,136
1896,331,1377,2067,1360,440
1897,1741,1954,1816,1039,2059
1898,1145,851,781,1197,207
1899,1844,1715,1646,329,2032
1900,710,1258,142,1181,695
1902,1956,76,1092,663,158
1903,2037,1606,318,1795,1646
1904,1350,566,488,1083,1405
1905,398,32,334,1485,997
1906,1501,668,1428,173,1253
1907,154,282,64,1641,697
1908,1300,1663,502,1308,350
1909,1337,2033,1102,1300,732
1910,243,1829,1188,2032,862
1911,2034,173,2084,1566,629
1912,81,893,736,316,322
1914,754,1223,1153,1700,1238
1915,1590,1381,1420,188,1773
1917,188,1773,1334,1013,1014
1918,1596,188,1773,1334,1013
1919,464,1407,188,1773,1334
1920,29,906,1272,1597,1476
1921,1809,1278,1457,47,65
1922,188,1773,1334,1013,1014
1923,335,568,213,1329,33
1924,919,2038,1947,1743,586
1925,391,949,205,1679,633
1926,1883,1293,1282,1838,1075
1928,1345,83,1680,2032,898
1929,402,1068,187,282,1792
1930,1730,1161,76,1519,844
1931,188,1773,1334,1013,1014
1933,1449,1697,188,1773,1334
1934,1974,312,807,274,826
1935,525,614,839,1809,1107
1936,1302,1424,1133,2034,383
1937,690,214,1594,329,301
1938,38,431,567,511,1016
1939,2041,460,1941,546,807
1941,1170,2041,1430,1685,976
1942,428,2,66,1173,446
1944,969,1629,26,51,699
1946,2033,1476,1363,1829,568
1947,196,2038,1339,357,471
1948,1658,1069,1555,1834,975
1949,1778,1403,769,609,1333
1950,1178,173,1340,1992,1337
1951,1674,1524,934,204,318
1952,1302,665,1804,1240,1438
1954,322,1897,1961,1795,815
1955,1980,530,188,1773,1334
1956,1902,224,137,663,158
1957,1245,1802,567,1430,1784
1958,1202,1191,188,1773,1334
1959,2071,1572,492,1606,1811
1961,700,1780,305,1365,1734
1962,1220,2092,1705,1844,1727
1963,1780,1439,621,1365,310
1964,1566,237,465,464,1133
1965,1311,417,1532,781,1895
1966,47,1272,408,1809,431
1968,979,109,1839,1986,800
1969,1382,439,1694,116,822
1971,1030,1720,319,225,1982
1972,837,2099,450,750,1166
1973,498,1097,243,1365,969
1974,1485,1545,34,158,964
1975,69,1557,936,1084,1284
1976,443,601,1342,83,1754
1977,426,544,989,1656,447
1978,753,157,788,402,835
1979,2037,1564,375,1033,2087
1980,1122,1955,530,1270,188
1981,1407,2033,943,1102,1403
1982,266,813,1514,1098,1383
1983,757,477,72,816,1014
1984,1519,101,844,525,1176
1986,595,491,402,800,1968
1987,166,5,187,837,1635
1988,2097,1294,242,669,132
1989,1266,994,2016,1709,1625
1990,188,1773,1334,1013,1014
1991,1697,1874,1861,1228,131
1992,567,94,1524,2032,1470
1993,1381,1931,188,1773,1334
1994,1420,1491,1708,188,1773
1995,1422,1587,205,544,111
1996,1972,1793,1401,1833,81
1997,1594,1449,200,298,1802
1998,1451,1216,780,369,981
1999,606,844,1157,808,2068
2000,966,479,700,1762,757
2001,265,1830,512,986,614
2003,777,1284,1500,1740,444
2004,913,277,1114,315,1611
2005,622,383,837,1404,1223
2006,936,1557,255,837,1284
2007,1947,1650,1759,491,595
2008,953,196,77,1566,1416
2009,1765,2032,1910,1333,1821
2010,1705,1783,1012,1416,1441
2011,989,128,386,188,1773
2013,688,1407,913,266,1277
2014,699,224,23,117,480
2015,119,1012,178,377,887
2016,1502,1989,1165,1972,217
2017,863,1337,1255,414,1566
2018,781,1222,502,1666,1145
2019,1151,329,1177,130,785
2020,2038,301,1425,477,109
2021,1186,1666,145,1780,1628
2022,1703,545,678,2042,1808
2023,400,399,410,351,1446
2024,188,1773,1334,1013,1014
2025,1466,788,1104,117,1274
2027,899,1769,1682,1198,1813
2028,628,936,255,1557,928
2029,1102,1691,1164,1220,761
2030,1254,1159,426,1976,837
2031,542,965,1471,684,851
2032,829,1910,1899,315,1708
2033,2087,2037,1102,476,1476
2034,1911,1416,176,1831,1637
2035,799,1463,1335,721,1289
2036,398,32,617,1248,691
2037,1564,2087,1903,1533,375
2038,1820,701,305,1821,13
2039,1815,1465,1219,329,1838
